presentation_start_time,time_since_session_start,time_until_session_end,correct
0,209.714999914169,265.575000047684,1
9.15100002288818,218.865999937058,256.424000024796,0
77.3660001754761,287.081000089645,188.208999872208,1
1387.05500006676,182.033999919891,569.737999916077,0
